,FRUITS_VEGGIES,DAILY_STRESS,PLACES_VISITED,CORE_CIRCLE,SUPPORTING_OTHERS,SOCIAL_NETWORK,ACHIEVEMENT,DONATION,BMI_RANGE,TODO_COMPLETED,FLOW,DAILY_STEPS,LIVE_VISION,SLEEP_HOURS,LOST_VACATION,DAILY_SHOUTING,SUFFICIENT_INCOME,PERSONAL_AWARDS,TIME_FOR_PASSION,WEEKLY_MEDITATION,AGE,GENDER,WORK_LIFE_BALANCE_SCORE
11553,3,1,2,6,3,8,2,2,1,8,3,8,3,7,5,2,1,1,1,8,36 to 50,Female,50.235155790711325
11554,4,4,4,3,5,7,3,3,2,7,1,6,0,8,8,8,2,5,1,4,51 or more,Female,41.6813639035861
11555,3,1,8,2,5,6,8,2,2,7,4,8,3,6,10,3,2,5,8,8,36 to 50,Male,56.172839506172835
11556,3,5,3,5,3,3,3,2,2,7,1,7,1,6,1,10,2,5,2,3,36 to 50,Female,38.62433862433861
11557,1,1,10,10,10,10,10,5,2,6,5,4,7,7,0,3,2,9,3,2,36 to 50,Female,69.48853615520281
11558,3,3,1,2,0,8,0,0,2,6,1,10,0,7,7,2,1,4,3,10,21 to 35,Male,36.36096413874193
11559,5,3,6,4,10,8,10,3,2,9,8,5,10,7,6,1,2,5,8,10,51 or more,Female,71.0464432686655
11560,4,4,4,6,6,10,6,0,1,7,4,3,1,8,1,2,1,9,3,7,Less than 20,Female,54.997060552616105
11561,3,5,1,10,3,8,0,5,2,6,1,2,2,7,2,10,1,4,0,10,21 to 35,Female,38.38918283362728
11562,3,0,1,5,6,5,6,5,1,8,0,10,0,6,0,0,2,3,1,5,51 or more,Female,60.787771898882994
11563,5,2,10,3,3,10,10,2,1,10,7,3,4,9,4,8,2,10,7,10,21 to 35,Female,71.54614932392708
11564,2,1,3,4,1,3,1,1,1,6,1,7,0,7,3,0,1,3,2,5,21 to 35,Female,41.6813639035861
11565,2,4,10,6,6,9,5,2,1,7,3,10,3,7,5,5,1,10,3,6,Less than 20,Female,57.34861845972957
11566,5,4,4,5,4,6,0,1,1,5,3,7,2,7,10,1,1,3,2,7,21 to 35,Male,43.680188124632565
11567,3,3,3,4,2,10,1,3,2,6,3,8,6,7,2,2,2,10,1,6,36 to 50,Male,54.23280423280422
11568,1,4,4,4,10,10,2,1,2,2,4,5,5,6,0,0,2,10,2,2,36 to 50,Female,50.4997060552616
11569,1,0,0,0,1,2,0,0,2,0,0,4,0,6,0,1,1,1,0,7,21 to 35,Male,25.455614344503235
11570,2,4,1,3,3,2,9,1,1,5,2,7,1,7,0,1,2,9,1,10,51 or more,Female,53.17460317460316
11571,3,3,5,5,10,10,6,2,2,8,4,5,5,8,10,1,2,10,3,10,36 to 50,Male,60.61140505584951
11572,3,3,3,3,1,5,2,0,1,0,2,1,1,9,10,0,1,1,1,1,Less than 20,Female,29.45326278659613
11573,2,3,1,7,3,7,6,1,2,5,2,7,2,6,0,3,2,2,3,4,36 to 50,Female,45.62022339800118
11574,2,2,6,6,4,10,2,0,1,6,1,9,1,7,0,5,2,5,1,7,21 to 35,Female,54.791299235743665
11575,5,2,8,3,3,3,7,2,1,4,1,5,5,8,4,1,2,6,5,8,51 or more,Male,60.11169900058788
11576,4,0,4,2,0,3,4,0,2,8,2,9,4,8,6,3,2,7,2,2,Less than 20,Female,46.85479129923573
11577,3,4,2,5,10,10,6,3,1,8,1,5,5,6,1,3,2,3,6,5,36 to 50,Female,60.49382716049381
11578,5,3,2,7,10,3,6,5,1,8,3,5,6,8,0,1,2,1,3,10,36 to 50,Female,67.10758377425043
11579,3,5,10,3,10,10,6,2,2,4,5,7,3,7,5,6,2,10,3,3,36 to 50,Male,54.673721340388006
11580,3,5,10,3,10,10,6,2,2,4,5,7,3,7,5,6,2,10,3,3,36 to 50,Male,54.673721340388006
11581,3,5,4,1,10,10,7,2,2,3,4,8,3,7,5,7,2,10,3,4,36 to 50,Male,50.73486184597296
11582,5,3,10,8,10,7,0,1,2,2,5,7,2,9,0,4,1,8,8,7,36 to 50,Female,57.28982951205172
11583,3,4,10,4,5,10,5,0,1,3,2,10,0,6,10,0,2,5,0,5,36 to 50,Male,51.293356848912396
11584,0,5,4,6,2,4,1,3,2,4,2,2,1,5,0,5,2,0,3,7,Less than 20,Female,35.273368606701936
11585,3,2,6,3,5,4,3,4,1,7,2,3,0,6,0,3,2,5,1,2,36 to 50,Female,51.38154027042914
11586,3,1,6,4,4,4,4,4,1,7,1,3,0,6,0,2,2,5,1,2,36 to 50,Female,52.88065843621398
11587,1,4,2,7,4,4,3,1,2,3,1,6,1,5,4,7,2,4,1,1,36 to 50,Male,33.009994121105215
11588,3,1,6,3,5,8,4,2,1,6,6,1,6,8,10,2,2,6,3,5,Less than 20,Female,55.87889476778366
11589,2,5,4,5,3,7,5,3,1,10,5,6,8,7,0,1,2,6,4,4,Less than 20,Male,61.11111111111109
11590,3,5,3,7,3,5,3,3,2,3,1,2,0,6,0,2,1,10,1,3,51 or more,Female,37.830687830687836
11591,2,1,1,1,1,6,1,0,1,8,3,8,10,8,0,0,2,4,6,7,21 to 35,Male,57.789535567313344
11592,5,5,5,2,10,2,1,5,1,0,1,8,0,6,8,5,1,6,2,3,21 to 35,Female,41.18165784832451
11593,2,1,0,9,2,10,4,4,1,1,2,8,2,8,10,1,1,4,1,2,21 to 35,Male,45.79659024103467
11594,5,3,9,5,5,6,5,5,1,8,4,10,6,6,3,2,2,5,8,7,21 to 35,Female,71.28159905937683
11595,2,5,7,2,2,3,2,1,1,8,2,10,1,7,0,1,1,6,1,1,21 to 35,Female,43.35684891240446
11596,4,3,10,7,6,5,5,3,1,4,2,8,1,9,0,4,2,10,2,10,21 to 35,Male,66.34332745443857
11597,1,4,2,4,2,6,2,0,1,4,1,3,0,9,5,3,2,2,3,4,21 to 35,Female,38.5655496766608
11598,1,5,3,3,8,1,1,0,1,8,1,1,1,6,6,2,1,7,4,4,51 or more,Male,35.273368606701936
11599,5,4,2,3,7,2,2,1,1,7,6,5,7,7,2,3,2,2,3,1,36 to 50,Female,51.05820105820107
11600,3,1,1,1,1,2,0,2,1,0,0,10,5,6,2,2,1,3,0,2,21 to 35,Male,37.30158730158729
11601,1,4,2,0,5,10,5,4,2,4,4,3,0,9,0,10,1,8,3,10,51 or more,Female,42.06349206349206
11602,2,2,0,4,7,6,3,3,1,3,0,4,2,6,0,6,2,1,2,3,21 to 35,Male,44.94415049970604
11603,4,1,10,4,10,4,5,5,1,7,0,6,5,8,0,1,2,4,2,10,36 to 50,Female,69.66490299823633
11604,3,5,1,2,4,2,0,5,2,5,0,2,5,9,10,0,1,3,3,2,51 or more,Male,31.51087595532041
11605,2,5,0,4,5,5,3,2,2,3,1,3,0,6,10,6,1,2,0,2,36 to 50,Female,22.39858906525574
11606,1,1,1,1,1,2,2,5,1,7,4,1,1,7,0,3,2,2,2,8,21 to 35,Male,47.325102880658434
11607,4,5,1,5,3,10,8,5,2,3,0,7,1,7,7,7,2,7,1,2,36 to 50,Female,44.179894179894156
11608,3,4,3,6,10,10,1,5,1,4,1,6,8,6,0,2,2,3,7,10,21 to 35,Female,65.04997060552614
11609,4,4,5,5,10,1,0,3,1,2,6,7,8,7,0,1,2,1,7,3,21 to 35,Female,58.17166372721927
11610,1,2,2,1,6,9,0,5,2,5,5,10,6,8,5,0,1,0,0,5,Less than 20,Male,44.91475602586712
11611,2,3,10,8,3,10,5,0,1,5,5,10,10,7,0,1,2,9,8,10,Less than 20,Male,73.3392122281011
11612,0,2,10,3,4,10,7,0,1,6,7,8,1,9,10,3,2,2,5,3,Less than 20,Female,53.850676072898295
11613,2,2,2,2,3,9,4,2,1,8,2,2,2,9,4,2,2,8,2,7,Less than 20,Male,53.49794238683126
11614,3,4,2,7,0,10,4,1,1,3,3,9,2,5,0,8,2,4,4,6,Less than 20,Female,50.17636684303351
11615,0,3,3,8,2,10,7,0,2,0,5,7,10,6,10,10,1,4,6,0,Less than 20,Male,35.62610229276897
11616,2,1,4,2,0,10,2,0,1,4,4,5,1,7,2,3,2,8,0,5,Less than 20,Female,49.0593768371546
11617,2,3,2,7,5,10,5,1,1,8,5,8,2,7,0,4,2,3,4,2,Less than 20,Male,56.73133450911227
11618,3,2,10,10,5,10,2,5,2,5,5,7,5,3,0,3,2,4,8,2,Less than 20,Female,61.934156378600825
11619,1,4,2,10,0,10,3,2,2,1,2,5,1,10,4,3,2,8,4,1,Less than 20,Female,43.738977072310384
11620,1,5,9,10,10,10,1,3,1,10,0,8,10,6,0,2,2,10,0,10,Less than 20,Female,69.66490299823633
11621,1,2,5,6,7,10,2,1,1,3,3,3,6,9,0,2,1,0,1,10,Less than 20,Female,51.05820105820107
11622,1,2,1,8,6,10,3,5,2,5,3,8,3,8,6,5,2,4,3,1,Less than 20,Male,49.79423868312756
11623,3,2,4,10,4,6,5,2,2,8,3,6,4,7,7,4,2,4,2,3,Less than 20,Male,50.117577895355666
11624,2,3,0,10,4,10,2,0,1,7,3,5,2,8,0,2,1,2,0,2,Less than 20,Female,45.12051734273956
11625,3,3,6,10,5,10,8,3,2,5,7,4,4,7,3,4,2,6,9,7,Less than 20,Female,62.99235743680186
11626,3,3,2,2,1,6,2,0,1,5,1,3,2,6,2,2,2,1,1,2,Less than 20,Male,39.3885949441505
11627,1,3,4,3,5,10,6,2,1,5,5,2,6,6,5,10,2,3,2,3,Less than 20,Female,46.8253968253968
11628,3,2,6,7,6,10,10,1,1,7,6,10,2,7,10,4,2,10,5,7,Less than 20,Male,66.34332745443857
11629,0,2,1,4,3,10,2,1,2,4,0,10,0,6,0,5,2,2,2,0,36 to 50,Male,38.30099941211051
11630,3,2,3,5,3,10,10,3,1,10,6,5,5,6,0,2,2,10,8,6,36 to 50,Female,70.98765432098764
11631,1,3,0,2,3,10,2,1,2,4,3,6,0,6,10,0,2,10,2,2,36 to 50,Female,38.5655496766608
11632,5,2,7,6,9,7,9,2,2,3,6,7,7,7,5,1,2,7,6,7,21 to 35,Female,65.66725455614343
11633,1,3,7,3,3,7,4,2,1,4,2,4,1,7,10,1,2,6,0,4,21 to 35,Male,45.002939447383895
11634,1,3,4,3,2,4,0,1,1,7,1,6,1,7,10,3,1,2,5,0,Less than 20,Male,33.12757201646092
11635,3,1,10,10,10,5,5,5,2,6,4,8,2,7,4,2,2,4,1,5,36 to 50,Female,62.22810111699001
11636,2,1,3,2,4,3,10,3,1,7,6,8,10,6,10,1,2,3,6,8,51 or more,Male,61.169900058788954
11637,2,1,7,10,10,8,4,3,2,7,5,6,8,9,0,0,2,10,8,6,51 or more,Female,72.72192827748381
11638,4,3,2,3,1,4,1,5,2,4,4,2,0,8,10,1,2,4,4,3,21 to 35,Male,39.947089947089935
11639,5,0,7,5,10,10,10,5,1,9,8,10,5,7,0,0,2,10,7,10,21 to 35,Female,88.83009994121105
11640,5,4,10,4,3,3,5,4,1,4,1,9,1,7,0,1,2,7,5,8,21 to 35,Male,62.78659611992945
11641,1,5,5,2,0,3,2,3,1,8,2,8,4,8,0,0,1,3,1,9,21 to 35,Male,46.29629629629629
11642,3,2,2,4,2,9,5,2,1,8,2,7,5,8,0,1,2,8,2,10,51 or more,Male,63.22751322751322
11643,2,4,0,2,2,4,4,1,2,4,2,5,4,7,0,2,2,4,4,10,Less than 20,Male,43.562610229276906
11644,5,2,7,9,10,8,2,4,1,6,3,7,2,7,0,4,2,7,2,2,51 or more,Male,65.66725455614343
11645,4,2,7,5,5,8,2,2,1,5,5,7,3,7,0,3,2,5,5,5,36 to 50,Male,61.66960611405054
11646,4,4,8,4,10,10,5,5,1,8,1,7,5,7,1,3,2,3,2,4,21 to 35,Male,64.66784244562021
11647,4,4,3,3,10,5,2,5,2,6,1,8,3,8,1,8,1,10,3,6,21 to 35,Female,49.29453262786597
11648,3,3,10,6,0,6,1,4,1,5,1,10,0,7,2,1,2,2,5,5,21 to 35,Male,56.34920634920636
11649,1,5,1,4,7,3,1,3,2,1,1,6,1,7,1,10,2,6,2,4,21 to 35,Female,35.12639623750734
11650,5,1,2,3,8,10,2,3,2,9,3,5,7,7,0,0,2,7,5,4,36 to 50,Female,62.55144032921809
11651,5,0,6,10,9,5,8,5,1,8,5,10,5,8,2,10,2,10,8,10,21 to 35,Female,79.89417989417987
11652,1,5,0,2,3,6,1,0,2,2,8,7,5,9,0,5,1,3,0,2,21 to 35,Female,32.304526748971185
11653,4,2,1,5,7,3,3,2,1,5,4,7,4,7,2,3,2,3,1,7,51 or more,Male,54.673721340388006
11654,5,0,7,10,10,8,8,5,1,8,8,10,9,8,0,0,2,8,7,10,21 to 35,Female,90.38800705467371
11655,4,2,3,9,10,10,9,2,2,8,9,5,3,7,0,2,2,4,8,5,36 to 50,Female,67.5485008818342
11656,2,0,3,3,1,6,2,3,2,9,3,3,7,6,0,8,2,4,0,9,36 to 50,Female,48.3833039388595
11657,2,2,9,4,3,10,1,2,2,4,1,4,2,6,10,5,2,0,1,10,Less than 20,Female,41.44620811287477
11658,5,5,10,8,4,10,0,5,1,8,4,4,10,8,0,4,2,10,1,5,21 to 35,Male,68.54791299235744
11659,2,1,1,4,7,5,8,3,2,5,4,7,5,6,1,3,2,7,0,3,36 to 50,Female,52.616108171663726
11660,3,3,6,3,3,10,6,5,2,6,2,10,0,7,0,1,1,5,1,10,21 to 35,Female,53.850676072898295
11661,3,5,0,0,0,3,0,3,2,3,1,3,1,6,10,2,1,5,2,4,36 to 50,Male,23.39800117577896
11662,3,2,3,9,6,8,9,4,2,10,7,7,7,7,5,8,2,6,9,6,21 to 35,Male,65.16754850088184
11663,2,1,5,5,3,5,3,3,1,7,2,7,5,7,0,1,2,7,2,3,51 or more,Female,58.671369782480895
11664,1,5,5,0,0,10,0,1,1,5,1,7,0,7,5,0,1,3,1,10,36 to 50,Male,38.68312757201646
11665,2,5,0,10,5,6,7,5,2,4,0,1,10,6,0,10,1,3,4,10,21 to 35,Male,44.26807760141094
11666,2,4,3,5,5,6,4,2,2,7,2,3,10,5,7,7,1,6,2,4,36 to 50,Female,38.330393885949434
11667,1,5,4,10,10,10,3,4,1,7,4,8,2,7,3,5,2,5,1,6,36 to 50,Female,59.229864785420325
11668,3,2,1,5,2,10,2,1,2,8,2,3,5,6,0,4,2,1,4,4,51 or more,Female,45.884773662551446
11669,4,4,3,4,6,10,2,0,2,5,2,9,7,6,8,4,2,6,1,3,36 to 50,Male,45.73780129335685
11670,5,1,10,10,10,10,9,5,1,9,10,5,10,8,10,1,2,5,10,10,36 to 50,Female,86.09641387419164
11671,5,2,10,5,6,10,5,5,1,5,5,10,10,7,5,2,2,10,8,6,51 or more,Female,77.8365667254556
11672,1,1,10,0,0,2,3,5,2,2,1,5,0,8,10,1,2,0,1,10,51 or more,Male,40.12345679012345
11673,4,3,2,7,10,8,6,5,1,7,1,10,1,8,1,2,2,10,3,10,36 to 50,Male,70.89947089947091
11674,2,5,3,5,3,6,3,0,2,3,7,10,2,7,0,3,2,4,0,6,36 to 50,Female,44.8559670781893
11675,1,5,3,5,3,2,2,0,2,5,4,7,10,9,0,1,2,1,4,10,21 to 35,Male,47.79541446208113
11676,4,4,6,10,10,10,8,0,1,7,3,10,3,7,0,2,2,8,2,1,21 to 35,Female,66.34332745443857
11677,3,5,3,5,10,10,5,3,2,10,10,5,8,9,5,1,2,10,10,10,51 or more,Male,70.16460905349795
11678,3,3,7,3,3,4,3,1,1,5,1,5,7,9,0,5,1,2,4,8,36 to 50,Female,48.67724867724868
11679,2,4,4,5,7,4,3,3,2,3,1,5,0,9,4,0,2,2,0,5,51 or more,Male,42.680776014109355
11680,2,3,10,3,10,10,10,5,2,9,1,6,10,8,0,1,2,10,2,10,36 to 50,Female,72.663139329806
11681,2,1,5,3,5,7,2,5,1,5,2,7,2,9,0,1,2,5,1,3,36 to 50,Female,58.28924162257494
11682,2,3,7,4,10,7,5,5,2,8,2,1,1,7,0,7,2,10,2,8,51 or more,Female,55.8201058201058
11683,1,1,1,3,4,4,5,1,2,7,2,5,2,7,2,1,1,4,1,10,36 to 50,Female,41.563786008230444
11684,5,1,10,10,8,8,1,5,1,10,2,4,2,8,0,3,2,8,2,10,21 to 35,Female,73.54497354497354
11685,3,2,3,5,5,10,10,0,1,8,3,10,5,8,0,10,2,3,1,7,21 to 35,Male,59.905937683715436
11686,3,3,8,5,1,10,2,5,2,3,0,4,2,6,0,5,2,3,1,2,21 to 35,Female,45.44385655496767
11687,4,2,7,10,10,7,5,5,2,7,6,9,7,8,2,5,2,10,4,6,36 to 50,Female,71.34038800705468
11688,0,5,3,4,5,10,4,2,1,8,2,10,5,7,10,1,1,10,1,5,Less than 20,Female,48.353909465020564
11689,0,4,0,2,0,2,3,0,2,3,0,1,0,7,9,4,2,2,0,6,21 to 35,Male,21.84009406231627
11690,2,2,3,4,4,6,1,3,1,4,1,4,2,7,0,3,1,5,1,2,36 to 50,Female,43.00411522633743
11691,1,3,3,2,5,5,7,3,2,5,4,4,4,6,4,1,1,5,5,4,36 to 50,Male,42.44562022339799
11692,3,5,2,3,5,3,1,2,1,3,2,4,10,10,10,0,1,3,1,9,51 or more,Female,42.680776014109355
11693,3,1,4,5,0,8,5,0,1,7,2,3,2,7,0,1,2,2,0,10,Less than 20,Male,53.43915343915342
11694,2,4,4,7,4,10,3,2,2,10,8,4,10,9,0,0,2,7,8,4,51 or more,Female,63.609641387419146
11695,0,2,8,3,8,5,4,1,2,10,4,4,10,9,0,0,2,10,4,4,36 to 50,Female,60.11169900058788
11696,1,4,8,5,3,10,3,2,1,6,2,4,3,7,10,0,1,2,0,2,21 to 35,Female,41.005291005291
11697,3,3,4,3,3,5,7,2,1,7,3,7,2,7,0,4,2,3,3,4,36 to 50,Male,53.67430922986478
11698,2,3,7,6,8,10,8,4,2,6,3,9,8,7,4,3,1,8,7,6,21 to 35,Female,60.787771898882994
11699,4,3,10,5,6,10,4,5,1,6,2,6,2,7,4,1,2,10,3,6,36 to 50,Female,66.60787771898883
11700,1,4,1,3,8,10,10,5,2,7,2,3,3,5,10,1,1,10,6,5,36 to 50,Male,47.325102880658434
11701,1,5,2,5,1,8,0,1,2,2,0,5,0,8,0,10,2,2,0,2,21 to 35,Male,29.12992357436802
11702,5,3,1,3,0,5,2,1,1,7,2,4,5,7,10,6,2,2,1,10,Less than 20,Female,44.00352733686068
11703,5,3,6,5,1,10,2,3,1,8,6,5,1,7,3,5,2,10,5,10,36 to 50,Female,63.550852439741334
11704,2,5,1,1,1,10,4,4,2,7,1,5,1,7,5,8,1,5,2,1,21 to 35,Female,32.06937095825985
11705,1,1,6,10,10,10,1,1,2,1,10,10,1,4,10,0,1,10,2,5,36 to 50,Male,50.67607289829511
11706,0,1,1,10,8,5,2,3,1,4,2,2,2,6,2,1,2,1,4,10,21 to 35,Male,53.32157554379775
11707,1,5,0,0,4,1,0,0,2,2,2,2,0,4,1,0,1,1,3,0,Less than 20,Female,19.223985890652546
11708,3,2,10,10,3,6,6,0,1,8,3,8,10,7,0,4,2,4,5,10,21 to 35,Male,68.72427983539092
11709,4,3,4,6,10,5,3,5,2,3,3,6,5,7,5,4,2,5,7,7,51 or more,Male,56.613756613756614
11710,4,0,10,10,10,10,6,1,1,7,2,9,1,7,0,2,2,10,2,8,21 to 35,Male,74.7795414462081
11711,3,3,7,2,2,3,3,2,2,1,2,4,1,8,0,4,2,0,1,5,36 to 50,Female,39.06525573192239
11712,2,3,2,1,2,5,4,4,2,7,1,10,3,6,6,0,2,2,0,6,21 to 35,Male,44.297472075249864
11713,5,4,7,4,4,3,3,5,1,5,3,10,7,8,10,6,2,3,10,10,21 to 35,Male,61.40505584950028
11714,2,2,1,10,2,5,3,1,1,3,4,2,3,10,10,7,2,3,4,10,Less than 20,Female,47.06055261610817
11715,3,5,8,4,10,10,1,1,1,8,4,6,2,7,0,10,2,4,1,3,21 to 35,Female,52.616108171663726
11716,4,0,1,2,3,2,4,1,1,7,5,4,5,6,0,0,2,5,5,10,51 or more,Male,58.93592004703115
11717,2,4,5,2,4,10,2,1,1,3,2,6,0,5,5,6,2,7,1,5,36 to 50,Male,44.00352733686068
11718,1,0,10,3,5,5,5,5,2,5,3,10,9,5,2,1,2,10,1,10,36 to 50,Male,64.72663139329806
11719,3,3,3,6,2,7,4,2,1,3,3,10,6,6,0,2,2,5,2,5,36 to 50,Male,56.790123456790134
11720,3,2,4,4,7,8,4,3,1,3,3,6,1,6,3,2,2,3,3,10,36 to 50,Female,57.054673721340386
11721,3,1,4,10,8,6,4,3,1,8,5,10,5,6,0,1,1,7,5,10,51 or more,Female,68.28336272780714
11722,5,2,8,5,4,4,4,2,1,6,1,7,2,7,0,1,2,4,1,7,21 to 35,Female,59.17107583774248
11723,0,4,0,4,5,10,2,1,2,3,0,10,1,5,0,4,2,3,1,10,36 to 50,Male,41.74015285126396
11724,4,4,10,2,1,2,0,5,1,8,3,10,3,7,4,2,2,2,2,7,51 or more,Female,55.3497942386831
11725,4,1,10,4,8,3,5,1,1,3,4,10,1,7,0,2,2,10,7,10,51 or more,Female,68.84185773074663
11726,4,5,10,6,10,4,5,5,2,10,8,7,10,7,0,5,2,4,10,10,51 or more,Female,71.66372721928275
11727,2,3,6,5,3,6,2,5,1,1,3,5,1,8,1,7,1,5,0,3,21 to 35,Female,43.621399176954725
11728,2,3,6,5,3,6,2,5,1,1,3,5,1,8,1,7,1,5,0,3,21 to 35,Female,43.621399176954725
11729,5,3,10,5,10,10,5,5,1,9,5,8,2,8,0,1,2,10,7,10,51 or more,Female,80.77601410934741
11730,0,5,1,10,10,10,10,5,2,5,5,5,10,7,10,5,2,10,2,10,36 to 50,Female,59.55320399764844
11731,3,5,10,6,5,10,5,2,1,5,3,5,1,8,10,1,2,8,4,3,21 to 35,Female,55.61434450323339
11732,2,5,5,10,4,5,4,3,2,4,8,5,2,6,4,6,1,4,5,7,36 to 50,Female,44.00352733686068
11733,3,1,3,6,7,2,7,1,2,9,2,3,8,7,3,1,1,8,3,4,51 or more,Male,49.941211052322146
11734,1,2,0,10,10,3,2,5,1,8,4,1,10,8,0,1,1,0,10,5,21 to 35,Male,58.377425044091716
11735,5,3,10,10,8,2,3,3,1,8,8,10,6,8,10,3,2,10,3,10,51 or more,Male,71.3991769547325
11736,5,2,5,7,4,4,4,1,1,8,4,10,9,8,10,1,2,3,5,10,21 to 35,Male,63.90358612580833
11737,4,1,0,3,7,5,2,1,2,3,3,4,8,8,8,1,1,3,4,6,Less than 20,Male,42.06349206349206
11738,2,3,3,3,8,7,3,2,1,4,7,2,3,7,0,3,1,4,0,5,21 to 35,Female,46.884185773074655
11739,3,1,2,4,2,4,4,1,2,5,4,4,5,8,0,1,1,4,4,9,21 to 35,Male,46.56084656084655
11740,2,2,5,10,8,3,6,5,1,8,4,5,2,7,0,0,2,7,5,7,21 to 35,Male,68.04820693709581
11741,5,4,7,7,4,6,4,5,1,4,1,6,1,7,3,6,2,6,4,6,21 to 35,Female,57.61316872427983
11742,2,3,5,10,0,5,1,0,1,3,5,8,4,7,7,10,2,2,6,6,21 to 35,Male,46.237507348618436
11743,3,4,2,3,4,10,1,1,2,5,2,7,1,6,2,3,1,2,0,4,21 to 35,Female,35.62610229276897
11744,1,5,0,0,6,2,1,0,2,2,1,2,1,7,10,0,1,2,0,10,36 to 50,Female,22.39858906525574
11745,5,2,10,10,10,10,6,3,1,7,5,10,10,7,0,1,1,10,6,10,21 to 35,Female,80.83480305702527
11746,5,1,4,7,6,3,4,5,1,8,3,10,2,8,0,3,1,9,2,5,36 to 50,Female,62.90417401528512
11747,3,1,7,3,8,6,7,3,1,6,6,7,3,6,10,1,1,7,8,6,36 to 50,Male,59.11228689006467
11748,2,3,1,1,10,2,1,5,2,6,2,8,5,8,7,1,2,1,0,2,36 to 50,Female,43.29805996472661
11749,3,5,1,10,4,9,2,5,1,3,0,3,2,7,0,5,1,3,5,2,36 to 50,Female,45.44385655496767
11750,1,3,6,8,9,3,6,4,1,5,4,6,8,6,3,2,1,3,6,4,21 to 35,Male,56.055261610817176
11751,5,4,8,8,10,10,1,5,1,5,4,10,5,6,2,2,2,7,1,1,36 to 50,Female,66.78424456202234
11752,5,1,10,10,5,4,5,5,1,7,5,2,10,8,0,1,2,0,5,7,21 to 35,Female,71.92827748383304
11753,1,3,2,10,8,4,4,5,2,5,2,8,2,6,0,1,2,10,1,4,51 or more,Female,55.17342739564962
11754,5,5,10,10,0,10,5,5,1,7,4,2,1,7,0,1,2,7,4,7,36 to 50,Female,65.87301587301587
11755,2,2,4,5,10,10,10,3,2,7,5,10,3,7,1,2,2,5,5,8,21 to 35,Male,65.84362139917694
11756,3,3,4,8,8,10,5,5,1,5,2,8,5,7,0,2,2,3,5,3,36 to 50,Female,65.22633744855966
11757,3,2,2,5,7,10,1,3,1,2,2,3,5,6,5,2,2,4,3,2,36 to 50,Female,50.881834215167544
11758,2,4,2,3,5,8,3,5,1,6,2,6,3,6,0,4,2,3,3,8,36 to 50,Female,54.55614344503233
11759,3,1,10,7,2,5,3,3,2,3,3,2,3,5,1,3,2,2,5,3,36 to 50,Male,48.76543209876542
11760,3,2,1,3,5,2,1,0,2,4,2,1,2,7,4,3,2,0,0,3,51 or more,Female,32.333921222810105
11761,4,5,7,7,6,4,5,5,1,8,4,5,2,6,0,5,2,5,5,7,51 or more,Female,61.49323927101705
11762,3,3,10,7,10,10,3,5,2,6,4,9,5,4,5,5,2,10,2,10,36 to 50,Male,64.60905349794237
11763,2,5,6,8,6,10,1,1,2,6,4,3,1,5,0,1,1,3,6,5,36 to 50,Female,43.82716049382716
11764,4,4,7,3,7,3,3,5,1,8,1,3,2,6,10,3,1,7,4,7,51 or more,Male,48.3833039388595
11765,4,4,7,8,4,10,6,1,1,10,2,4,10,7,0,1,2,4,1,10,36 to 50,Female,66.49029982363317
11766,2,2,5,6,0,1,3,5,2,4,1,1,2,7,10,0,2,2,2,5,51 or more,Female,38.83009994121105
11767,3,3,3,3,2,4,4,1,1,7,0,2,2,8,0,10,2,7,0,3,36 to 50,Female,42.945326278659614
11768,5,4,3,2,3,3,1,1,1,3,1,4,1,8,5,4,2,3,3,5,51 or more,Male,42.06349206349206
11769,4,2,10,10,5,6,3,2,1,5,2,5,8,8,0,1,1,5,1,7,36 to 50,Female,60.61140505584951
11770,4,1,3,5,8,7,3,1,1,8,4,6,5,7,0,0,1,4,2,8,21 to 35,Male,58.61258083480304
11771,2,5,10,10,10,10,10,2,2,10,7,1,10,8,10,0,2,10,3,3,21 to 35,Female,64.37389770723104
11772,1,3,3,10,10,10,0,1,1,8,1,6,1,7,10,8,2,4,0,5,21 to 35,Female,47.11934156378599
11773,3,4,0,0,0,2,3,1,1,7,1,1,1,6,0,2,1,4,3,10,21 to 35,Male,37.27219282774836
11774,2,5,3,3,10,10,3,3,1,3,3,6,1,6,2,5,2,10,1,0,36 to 50,Female,50.55849500293944
11775,5,3,4,3,2,2,5,3,2,3,0,5,2,7,0,3,2,10,1,2,36 to 50,Female,46.06114050558496
11776,5,3,7,2,10,10,3,5,2,3,5,10,1,6,0,2,2,3,0,7,21 to 35,Female,59.28865373309819
11777,2,3,4,4,10,10,2,5,2,7,2,7,6,6,0,4,2,10,3,6,51 or more,Female,60.11169900058788
11778,5,1,5,4,7,8,4,2,1,7,6,3,5,7,4,1,2,3,5,7,21 to 35,Female,63.43327454438563
11779,1,0,10,2,2,3,1,2,1,2,1,6,2,8,10,1,2,1,1,5,21 to 35,Female,44.179894179894156
11780,0,4,0,5,10,10,3,5,1,8,3,3,10,6,0,0,2,4,3,10,21 to 35,Male,62.87477954144619
11781,4,3,5,4,7,10,4,3,2,5,6,7,5,6,0,1,2,5,4,7,21 to 35,Female,60.61140505584951
